epoch,train_loss,val_loss,val_f1,val_auc
0,0.7197298407554626,0.6870876550674438,0.3064516129032258,0.6847745750184775
1,0.6769493222236633,0.6683359742164612,0.35967302452316074,0.7347692957449055
2,0.6539501547813416,0.6533429622650146,0.4065934065934066,0.729490022172949
3,0.6352320909500122,0.6321743130683899,0.42391304347826086,0.7629606166191533
4,0.6242008805274963,0.5995601415634155,0.46994535519125685,0.8012881427515575
5,0.5945859551429749,0.5643638968467712,0.5978260869565217,0.8415162073698659
6,0.573287844657898,0.5170609354972839,0.6169154228855721,0.8813747228381374
7,0.5352450609207153,0.45334503054618835,0.6629834254143646,0.9214444092492873
8,0.4871062636375427,0.3846917450428009,0.6857142857142857,0.9443564565515786
9,0.430813193321228,0.3394348919391632,0.7439024390243902,0.9585049097244219
10,0.3941916525363922,0.28605449199676514,0.7924528301886793,0.9725477774258261
11,0.35533881187438965,0.2398138791322708,0.8152866242038217,0.9797803822194067
12,0.31211256980895996,0.19920086860656738,0.8441558441558441,0.9842149720198501
13,0.27334946393966675,0.17099322378635406,0.8441558441558441,0.9888607327631719
14,0.232774019241333,0.15050379931926727,0.8387096774193549,0.9910780276633935
15,0.20046453177928925,0.1352834701538086,0.8387096774193549,0.993559286242213
16,0.1641140729188919,0.11740434914827347,0.8609271523178808,0.9936120789779327
17,0.1508275866508484,0.11461424082517624,0.8666666666666667,0.9951430683138001
18,0.1520417183637619,0.12184979021549225,0.87248322147651,0.9942455918065674
19,0.14860960841178894,0.09744548052549362,0.8843537414965986,0.9957237884067153
20,0.14765717089176178,0.09586493670940399,0.8843537414965986,0.9966740576496673
21,0.11885309964418411,0.09915319085121155,0.8783783783783784,0.9971491922711435
22,0.10717875510454178,0.10431482642889023,0.87248322147651,0.996832435856826
23,0.10592254251241684,0.09313696622848511,0.8843537414965986,0.9973075704783022
24,0.10846313834190369,0.08452484011650085,0.8904109589041096,0.9972547777425826
25,0.0861913189291954,0.07855001091957092,0.9154929577464789,0.9974131559497413
26,0.08879277855157852,0.07545840740203857,0.9219858156028369,0.9972547777425826
27,0.07526111602783203,0.07442746311426163,0.9285714285714286,0.9975187414211805
28,0.07697344571352005,0.07415363937616348,0.9285714285714286,0.9978354978354979
29,0.06724582612514496,0.07066411525011063,0.9285714285714286,0.9979410833069369
30,0.05955759063363075,0.06910504400730133,0.9219858156028369,0.9981522542498151
31,0.06012784689664841,0.07036636024713516,0.9219858156028369,0.9982050469855348
32,0.05678491294384003,0.06903751194477081,0.9219858156028369,0.9982050469855348
33,0.06827163696289062,0.06849376857280731,0.9285714285714286,0.9982578397212544
34,0.04774313420057297,0.06679853051900864,0.9285714285714286,0.9983106324569739
35,0.044762950390577316,0.06568419933319092,0.9285714285714286,0.9980994615140957
36,0.05618828907608986,0.06597479432821274,0.9285714285714286,0.9978882905712174
37,0.045558638870716095,0.06664365530014038,0.9285714285714286,0.9977299123640586
38,0.03891704976558685,0.06697501242160797,0.9285714285714286,0.9977299123640587
39,0.049021460115909576,0.06733349710702896,0.9285714285714286,0.9980466687783761
40,0.03993281349539757,0.06710129231214523,0.9285714285714286,0.9982050469855348
41,0.05479143559932709,0.06620147079229355,0.9285714285714286,0.9982578397212543
42,0.04588877037167549,0.06535080075263977,0.9285714285714286,0.9982578397212544
