pair_key,node_idx,tender_id,country,attention,is_cartel_pair,tender_label,pred_prob
usa_61_110,1885,1261,usa,0.19588068,0,0,9.4755606e-08
usa_43_64,1886,1263,usa,0.073794134,1,1,0.9994941
usa_43_73,1886,1263,usa,0.33175915,1,1,0.9994941
usa_64_73,1886,1263,usa,0.5944467,1,1,0.9994941
usa_43_73,1887,1264,usa,0.34546053,1,1,0.9995715
usa_64_73,1887,1264,usa,0.55120367,1,1,0.9995715
usa_43_64,1887,1264,usa,0.10333579,1,1,0.9995715
usa_19_64,1888,1266,usa,1.0,1,1,0.9997987
usa_22_43,1889,1267,usa,0.5610388,1,1,0.99983597
usa_43_64,1889,1267,usa,0.15086831,1,1,0.99983597
usa_22_64,1889,1267,usa,0.28809288,1,1,0.99983597
usa_43_64,1890,1268,usa,0.033395477,1,1,0.9990771
usa_43_73,1890,1268,usa,0.29123712,1,1,0.9990771
usa_64_73,1890,1268,usa,0.6753674,1,1,0.9990771
usa_40_73,1891,1274,usa,1.0,0,0,0.00022248612
usa_40_73,1892,1275,usa,1.0,0,0,0.00028100744
usa_73_104,1893,1276,usa,1.0,1,0,0.0011368792
usa_26_47,1894,1278,usa,1.0,0,0,3.6498818e-07
