,accuracy,accuracy,precision,precision,recall,recall,f1,f1,roc_auc,roc_auc,pr_auc,pr_auc
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,
HistGB,0.9639278557114228,0.0,0.888888888888889,0.0,0.888888888888889,0.0,0.888888888888889,0.0,0.971144190442436,0.0,0.93982553117101,0.0
LR,0.9218436873747496,0.0,0.7333333333333333,0.0,0.8148148148148147,0.0,0.7719298245614035,0.0,0.9487270364463345,0.0,0.8317033422801469,0.0
RF_default,0.9647294589178357,0.00268865889078127,0.9594129825843382,0.006515993182211106,0.817283950617284,0.01352401376555965,0.8826268426744892,0.00956961919524764,0.9822996042294287,0.0020291453122070085,0.9472606597748671,0.0014514040360791194
RF_tuned,0.9635270541082164,0.000896219630260433,0.9563938618925831,0.00028594219661121415,0.8123456790123456,0.005521155499999448,0.878496644295302,0.003361605550066814,0.9821283005493532,0.002114583422090392,0.9488781987368318,0.0017479062539961171
