epoch,train_loss,val_loss,val_f1,val_auc
0,0.6896712183952332,0.6301745772361755,0.5316455696202531,0.8056752557675959
1,0.6237661242485046,0.5878933072090149,0.5185185185185185,0.8093688623105562
2,0.5742043852806091,0.5555634498596191,0.5163934426229508,0.8106586931668279
3,0.5269003510475159,0.5339815616607666,0.5163934426229508,0.8113622372702489
4,0.5008081793785095,0.526409387588501,0.5163934426229508,0.8116553806466742
5,0.4798054099082947,0.5333214402198792,0.5206611570247934,0.8127400111394482
6,0.4781533479690552,0.5501210689544678,0.5267489711934157,0.8146454430862136
7,0.4724748432636261,0.5686694979667664,0.5245901639344263,0.816081845630698
8,0.48974934220314026,0.5794333219528198,0.5245901639344263,0.8184563069797438
9,0.4894871711730957,0.5804481506347656,0.5327868852459017,0.8201565385630112
10,0.48817622661590576,0.5730358362197876,0.5306122448979592,0.821827455808636
11,0.4844556152820587,0.5665945410728455,0.5327868852459017,0.8227655146131974
12,0.46837079524993896,0.5588594675064087,0.5327868852459017,0.8234983730542608
13,0.47943782806396484,0.5503206849098206,0.5327868852459017,0.8240553454694691
14,0.4688186049461365,0.5422234535217285,0.5327868852459017,0.8248175182481752
15,0.45981213450431824,0.5352595448493958,0.5349794238683128,0.8256969483774513
16,0.4571283161640167,0.5297148823738098,0.5349794238683128,0.8267229501949402
17,0.45642954111099243,0.5275260806083679,0.5349794238683128,0.8270747222466508
18,0.4522725045681,0.525812029838562,0.5349794238683128,0.8275437516489315
19,0.4628729522228241,0.524334192276001,0.5349794238683128,0.827895523700642
20,0.4550204277038574,0.5232096314430237,0.5349794238683128,0.8283059244276376
21,0.45394495129585266,0.522358238697052,0.5349794238683128,0.828657696479348
22,0.4523496627807617,0.521731972694397,0.5349794238683128,0.8290094685310586
23,0.4522508978843689,0.5212512016296387,0.5349794238683128,0.8294784979333392
24,0.44994696974754333,0.5209651589393616,0.5371900826446281,0.8296250696215519
25,0.4547688364982605,0.5207938551902771,0.5394190871369294,0.8297716413097647
26,0.4511534869670868,0.5207228660583496,0.5394190871369294,0.8300940990238326
27,0.44811660051345825,0.5207672119140625,0.5416666666666666,0.8305044997508281
28,0.4543814957141876,0.5209421515464783,0.5416666666666666,0.8308269574648961
29,0.45205047726631165,0.5211593508720398,0.5416666666666666,0.8311787295166065
30,0.44727641344070435,0.5214130282402039,0.5416666666666666,0.8315011872306746
31,0.44940194487571716,0.5217111110687256,0.5416666666666666,0.831852959282385
32,0.45207810401916504,0.522046685218811,0.5416666666666666,0.8322047313340954
33,0.44564497470855713,0.5221858620643616,0.5416666666666666,0.832234045671738
34,0.4453904926776886,0.5223128199577332,0.5416666666666666,0.8324685603728784
35,0.4461700916290283,0.5223771929740906,0.5416666666666666,0.8327910180869464
36,0.4473547339439392,0.5223913192749023,0.5416666666666666,0.833260047489227
37,0.4489506483078003,0.5223149061203003,0.5416666666666666,0.8335825052032949
38,0.4476628601551056,0.5221625566482544,0.5416666666666666,0.8338170199044352
39,0.44186392426490784,0.5220569372177124,0.5416666666666666,0.8339342772550054
40,0.44258812069892883,0.5219399333000183,0.5477178423236515,0.834022220267933
41,0.4451494514942169,0.5217901468276978,0.5477178423236515,0.8341101632808607
42,0.4444222152233124,0.5216174125671387,0.5477178423236515,0.8341981062937883
43,0.44294920563697815,0.5214453935623169,0.5477178423236515,0.8344033066572861
44,0.43974974751472473,0.5212794542312622,0.5477178423236515,0.8345498783454988
45,0.4453786015510559,0.5211877226829529,0.5477178423236515,0.8346085070207839
46,0.4430280327796936,0.521087646484375,0.5477178423236515,0.8346964500337115
47,0.4427776038646698,0.5209819674491882,0.5477178423236515,0.834725764371354
48,0.44297724962234497,0.5208761692047119,0.5477178423236515,0.8348723360595668
49,0.4388997256755829,0.5207720398902893,0.5477178423236515,0.835048222085422
