epoch,train_loss,val_loss,val_f1,val_auc
0,0.7509971261024475,0.42700713872909546,0.7558139534883721,0.9619758351101635
1,0.42479223012924194,0.26871174573898315,0.782608695652174,0.9845161945375164
2,0.26992884278297424,0.18512244522571564,0.8024691358024691,0.9899989846684943
3,0.18536867201328278,0.14163163304328918,0.8205128205128205,0.991877347954107
4,0.13583898544311523,0.11740071326494217,0.8421052631578947,0.99279114630927
5,0.10302631556987762,0.1125531792640686,0.8456375838926175,0.992181947405828
6,0.09108149260282516,0.10844487696886063,0.8513513513513513,0.9925880800081226
7,0.08174505829811096,0.09570667892694473,0.8648648648648649,0.9941618438420143
8,0.07872968912124634,0.08740750700235367,0.8767123287671232,0.9947202761701696
9,0.06785788387060165,0.08145080506801605,0.8951048951048951,0.9951771753477511
10,0.06386207044124603,0.07674269378185272,0.9014084507042254,0.9957356076759062
11,0.05889586731791496,0.0745391920208931,0.9142857142857143,0.9959386739770536
12,0.05495470017194748,0.074072927236557,0.9078014184397163,0.9961417402782008
13,0.05235421285033226,0.07338446378707886,0.9078014184397163,0.9964971063052087
14,0.05640777572989464,0.0716739073395729,0.920863309352518,0.9965986394557823
15,0.04645702987909317,0.06868167221546173,0.920863309352518,0.9969032389075033
16,0.045469533652067184,0.06587287783622742,0.927536231884058,0.9972586049345111
17,0.046608153730630875,0.06434642523527145,0.927536231884058,0.9972586049345111
18,0.039951737970113754,0.0631343275308609,0.9343065693430657,0.9974109046603716
19,0.04311744496226311,0.06234576180577278,0.9411764705882353,0.9973601380850848
20,0.041290219873189926,0.06286057084798813,0.9343065693430657,0.9971570717839375
21,0.03977682814002037,0.06392458081245422,0.9343065693430657,0.9971570717839375
22,0.036979563534259796,0.06439284980297089,0.9343065693430657,0.9972078383592243
23,0.038747064769268036,0.0639258548617363,0.9343065693430657,0.9972586049345111
24,0.03493654727935791,0.061882104724645615,0.9343065693430657,0.9973093715097979
25,0.03149079158902168,0.0590786449611187,0.9481481481481482,0.9975124378109453
26,0.03514702990651131,0.05796331539750099,0.9552238805970149,0.9977155041120926
27,0.033583592623472214,0.0570170097053051,0.9473684210526315,0.9977662706873794
28,0.031052730977535248,0.05554858595132828,0.9552238805970149,0.9979693369885269
29,0.02974836528301239,0.05410758778452873,0.9629629629629629,0.9980708701391005
30,0.029641704633831978,0.05410543084144592,0.9629629629629629,0.9980708701391005
31,0.029474031180143356,0.05552684888243675,0.9629629629629629,0.9979693369885267
32,0.027721043676137924,0.05665450915694237,0.9629629629629629,0.9979693369885269
33,0.027057288214564323,0.05656758323311806,0.9629629629629629,0.9981724032896742
34,0.02686317265033722,0.05638648942112923,0.9558823529411765,0.9985277693166819
35,0.025750279426574707,0.05641596019268036,0.9629629629629629,0.9986800690425424
36,0.02679184079170227,0.05606033280491829,0.9629629629629629,0.9986293024672555
37,0.024547971785068512,0.056348804384469986,0.9629629629629629,0.9985277693166819
38,0.02222333289682865,0.05666366592049599,0.9629629629629629,0.9985277693166819
39,0.02198493666946888,0.05718480050563812,0.9629629629629629,0.9985785358919687
40,0.022340359166264534,0.058183182030916214,0.9629629629629629,0.998527769316682
41,0.02267542853951454,0.059178341180086136,0.9629629629629629,0.9985785358919688
42,0.02198917232453823,0.05956551060080528,0.9558823529411765,0.9985785358919688
43,0.01894686184823513,0.05997411906719208,0.9558823529411765,0.9985785358919687
44,0.021626204252243042,0.060948796570301056,0.9701492537313433,0.9985277693166819
45,0.023015081882476807,0.0621173195540905,0.9701492537313433,0.9985277693166819
46,0.02098056674003601,0.06360562890768051,0.9701492537313433,0.9983754695908214
47,0.01762680895626545,0.06552603095769882,0.9624060150375939,0.9983754695908214
48,0.018023187294602394,0.06647909432649612,0.9624060150375939,0.9983754695908214
49,0.02308177761733532,0.06720161437988281,0.9624060150375939,0.9983754695908214
