node_idx,tender_id,country,n_pairs,entropy,normalised_entropy,max_attention,top_pair,top_pair_is_cartel,tender_label,pred_prob
314,225,japan,13,2.499983184842557,0.9746715573818288,0.14229020476341248,japan_79_1139,1,0,0.004140722565352917
315,226,japan,23,3.0261804106264965,0.9651366586015978,0.09784939140081406,japan_484_534,0,0,2.830559969879687e-05
316,227,japan,19,2.908135957317856,0.9876706489401041,0.08083627372980118,japan_334_756,0,0,0.00011664127669064328
318,229,japan,87,4.296804748053643,0.9621346059730657,0.0413883775472641,japan_301_343,1,1,0.9887702465057373
319,230,japan,15,2.6629760334537975,0.9833554903708702,0.11154462397098541,japan_35_1330,1,0,0.00010744972678367049
320,231,japan,24,3.1530334405524125,0.9921271346770127,0.05905016511678696,japan_813_967,0,0,0.0004642338608391583
321,233,japan,9,2.1626266119933417,0.9842537873917184,0.14832669496536255,japan_1192_1236,0,0,3.1923060305416584e-05
322,234,japan,29,3.2084921333317493,0.9528393985344131,0.12213249504566193,japan_798_1237,0,0,0.00034452785621397197
323,235,japan,19,2.7237953476664023,0.9250642879471385,0.18173111975193024,japan_1308_1336,0,0,4.95726999361068e-05
324,236,japan,45,3.6212728875486597,0.9512986500064402,0.07332006841897964,japan_715_881,0,0,0.00020077776571270078
325,237,japan,6,1.7277566534263236,0.9642793483718516,0.28204968571662903,japan_1579_1596,0,0,0.00012558336311485618
326,238,japan,9,1.924183784105842,0.8757337797662015,0.2728565037250519,japan_186_1078,1,0,0.03602924942970276
327,239,japan,17,2.7644548702916265,0.9757312756171935,0.1232704147696495,japan_782_930,1,0,3.812033173744567e-05
328,240,japan,22,3.0167001284595294,0.9759491090722432,0.12895911931991577,japan_331_1555,0,0,3.294740236015059e-05
329,241,japan,20,2.9400627300855184,0.9814170498612586,0.0806371346116066,japan_219_991,0,0,0.000384744955226779
330,242,japan,10,2.2199275538741183,0.9641022868725133,0.17838551104068756,japan_966_1477,0,0,3.6246274248696864e-05
