threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,positive_rate,tn,fp,fn,tp,fpr,fnr,seed,best_val_f1,n_epochs
0.5,0.8530864197530864,0.4171779141104294,0.7391304347826086,0.5333333333333333,0.8426335230713333,0.44229074127358886,0.11358024691358025,623,95,24,68,0.13231197771587744,0.2608695652173913,43,0.9361702127659575,35
0.5,0.8691358024691358,0.4513888888888889,0.7065217391304348,0.5508474576271186,0.8620261596221388,0.5654632521799388,0.11358024691358025,639,79,27,65,0.11002785515320335,0.29347826086956524,44,0.9496402877697842,50
0.5,0.8506172839506173,0.41420118343195267,0.7608695652173914,0.5363984674329502,0.8700647935085383,0.5676596431735504,0.11358024691358025,619,99,22,70,0.13788300835654596,0.2391304347826087,45,0.9481481481481482,50
