epoch,train_loss,val_loss,val_f1,val_auc
0,0.7205594182014465,0.36693787574768066,0.8591549295774648,0.9880952380952381
1,0.37967756390571594,0.1843712329864502,0.8707482993197279,0.9943337912087912
2,0.1994740068912506,0.11682076007127762,0.9014084507042254,0.9967376373626373
3,0.1234731376171112,0.08263441175222397,0.9014084507042254,0.9972527472527473
4,0.07755408436059952,0.06818534433841705,0.9142857142857143,0.9977106227106227
5,0.06847215443849564,0.05847087502479553,0.9051094890510949,0.9980540293040293
6,0.05938199162483215,0.052247896790504456,0.9197080291970803,0.998282967032967
7,0.051294468343257904,0.044542085379362106,0.920863309352518,0.9985691391941393
8,0.044033199548721313,0.036544669419527054,0.927536231884058,0.998798076923077
9,0.039090219885110855,0.03425046429038048,0.9343065693430657,0.9990270146520147
10,0.03618722781538963,0.03497703745961189,0.927536231884058,0.999198717948718
11,0.03217896819114685,0.03393189236521721,0.9343065693430657,0.9992559523809523
12,0.029609577730298042,0.03200213983654976,0.9473684210526315,0.9993704212454213
13,0.027965117245912552,0.03122980333864689,0.9545454545454546,0.9995421245421245
14,0.026055801659822464,0.03169352561235428,0.9618320610687023,0.9994276556776557
15,0.027574729174375534,0.03068179450929165,0.9618320610687023,0.9993704212454212
16,0.02317931316792965,0.028634339570999146,0.9618320610687023,0.9994276556776557
17,0.024754375219345093,0.02705584093928337,0.9618320610687023,0.9994848901098901
18,0.022509083151817322,0.024972854182124138,0.9618320610687023,0.9996565934065935
19,0.018923599272966385,0.02211925946176052,0.9618320610687023,0.9996565934065935
20,0.01714678853750229,0.02043139562010765,0.9692307692307692,0.9996565934065934
21,0.01651490293443203,0.02221491001546383,0.984375,0.9997138278388279
22,0.016376134008169174,0.02129552513360977,0.9767441860465116,0.9997710622710623
23,0.016318965703248978,0.020342886447906494,0.9767441860465116,0.9997710622710623
24,0.013821743428707123,0.02028585970401764,0.9767441860465116,0.9998282967032968
25,0.013009533286094666,0.021446023136377335,0.9767441860465116,0.9997710622710623
26,0.010661724023520947,0.02438189648091793,0.9767441860465116,0.9997710622710623
27,0.010415095835924149,0.028256399556994438,0.9767441860465116,0.9997710622710623
28,0.012873666360974312,0.025661546736955643,0.9767441860465116,0.9997710622710623
29,0.011948511935770512,0.024997379630804062,0.9767441860465116,0.9996565934065934
30,0.012218247167766094,0.030116358771920204,0.9767441860465116,0.9997710622710623
31,0.008162064477801323,0.034255579113960266,0.9767441860465116,0.9997710622710623
32,0.008447043597698212,0.039426594972610474,0.9767441860465116,0.9997138278388279
33,0.009178957901895046,0.0459454245865345,0.9767441860465116,0.9996565934065934
34,0.010835024528205395,0.04523680359125137,0.9767441860465116,0.9996565934065934
35,0.007559339050203562,0.04202675446867943,0.9767441860465116,0.9996565934065934
36,0.007688366807997227,0.04031401872634888,0.9767441860465116,0.9997138278388279
