threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,positive_rate,tn,fp,fn,tp,fpr,fnr,seed,best_val_f1,n_epochs
0.5,0.6296296296296297,0.4411764705882353,0.5769230769230769,0.5,0.658041958041958,0.500657596534372,0.32098765432098764,36,19,11,15,0.34545454545454546,0.4230769230769231,43,0.9156626506024096,50
0.5,0.6666666666666666,0.4838709677419355,0.5769230769230769,0.5263157894736842,0.7062937062937064,0.507748669590066,0.32098765432098764,39,16,11,15,0.2909090909090909,0.4230769230769231,44,0.926829268292683,50
0.5,0.691358024691358,0.5172413793103449,0.5769230769230769,0.5454545454545454,0.6825174825174826,0.4945003213544099,0.32098765432098764,41,14,11,15,0.2545454545454545,0.4230769230769231,45,0.9316770186335404,50
